hotel,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,required_car_parking_spaces,total_of_special_requests
City Hotel,124,14,1,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,124,14,1,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,35,14,2,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,209,14,1,1,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
Resort Hotel,30,14,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NAN,0,Transient,0,1
Resort Hotel,39,14,2,2,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,2
City Hotel,73,14,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,117,14,2,1,1,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,109,14,2,5,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
Resort Hotel,8,14,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NAN,0,Transient,0,1
City Hotel,124,14,1,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,1,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NAN,0,Transient-Party,1,2
Resort Hotel,2,14,0,1,2,2.0,0,BB,PRT,Corporate,Corporate,0,0,0,C,C,1,No Deposit,NAN,523,0,Transient,0,0
Resort Hotel,1,14,2,5,2,0.0,0,BB,FRA,Direct,TA/TO,1,0,0,F,F,0,No Deposit,NAN,NAN,0,Transient,0,2
City Hotel,0,14,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,177,14,2,4,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NAN,0,Transient,0,1
City Hotel,12,14,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,G,G,0,No Deposit,NAN,NAN,0,Transient,0,2
City Hotel,8,14,0,1,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,81,14,1,1,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,18,14,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NAN,14,0,Transient,1,2
Resort Hotel,5,14,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,3
Resort Hotel,0,14,0,1,1,0.0,0,BB,CHE,Direct,Direct,0,0,0,E,E,1,No Deposit,NAN,NAN,0,Transient,0,0
City Hotel,90,14,2,5,3,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,169,14,2,5,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,0,14,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,NAN,NAN,0,Transient,0,2
Resort Hotel,1,14,0,1,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,NAN,0,Transient,1,0
City Hotel,124,14,1,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,4,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,1,1
Resort Hotel,3,14,0,1,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NAN,0,Transient,0,1
Resort Hotel,0,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,NAN,NAN,0,Transient,0,0
Resort Hotel,11,14,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,4,14,1,1,1,0.0,0,SC,SGP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,NAN,0,Transient,0,1
Resort Hotel,11,14,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,90,14,2,5,3,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,117,14,2,1,1,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,60,14,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,62,14,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,59,14,2,1,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NAN,0,Transient,0,3
City Hotel,154,14,2,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
Resort Hotel,351,14,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,351,14,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,351,14,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,351,14,2,5,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient,0,0
Resort Hotel,351,14,2,5,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,72,14,2,5,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
City Hotel,222,14,2,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,72,14,2,5,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
City Hotel,60,14,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,60,14,2,1,1,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,351,14,2,5,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,351,14,2,5,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
City Hotel,60,14,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,109,14,2,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,99,14,2,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,69,14,0,1,3,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
Resort Hotel,13,14,2,2,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,169,14,1,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,39,14,2,2,2,2.0,0,BB,IND,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,159,14,1,1,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,133,14,1,1,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NAN,0,Transient,0,0
City Hotel,133,14,1,1,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NAN,0,Transient,0,2
City Hotel,32,14,1,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,64,14,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,NAN,NAN,0,Transient,0,0
City Hotel,131,14,2,1,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,53,14,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,175,NAN,0,Transient,0,2
City Hotel,85,14,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,NAN,0,Transient,0,1
Resort Hotel,38,14,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NAN,0,Transient,1,2
Resort Hotel,49,14,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,40,NAN,0,Contract,0,1
Resort Hotel,5,14,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NAN,0,Contract,0,0
City Hotel,222,14,2,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,72,14,2,5,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
City Hotel,79,14,2,5,3,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NAN,0,Transient,0,2
Resort Hotel,12,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,2,A,A,0,No Deposit,242,NAN,0,Transient,0,3
City Hotel,217,14,2,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NAN,0,Transient,0,2
Resort Hotel,233,14,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,1
Resort Hotel,95,14,2,3,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,47,14,2,5,2,2.0,0,BB,HUN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,155,14,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,3,No Deposit,NAN,223,0,Transient-Party,0,0
Resort Hotel,59,14,2,4,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,3,No Deposit,NAN,148,0,Transient,0,1
Resort Hotel,313,14,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,313,14,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,351,14,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,200,14,4,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240,NAN,0,Transient,0,2
Resort Hotel,62,14,2,1,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,351,14,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,351,14,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,313,14,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,351,14,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,351,14,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,351,14,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,46,14,2,5,2,2.0,0,BB,HUN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,60,14,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,NAN,0,Transient,0,0
Resort Hotel,30,14,2,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,123,14,2,1,3,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,32,14,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,313,14,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,45,14,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NAN,0,Transient,0,1
Resort Hotel,45,14,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NAN,0,Transient,0,1
Resort Hotel,89,14,2,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,351,14,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,45,14,0,1,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NAN,0,Transient,0,1
Resort Hotel,58,14,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,9,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NAN,0,Transient,0,3
Resort Hotel,70,14,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,0
City Hotel,124,14,1,1,2,0.0,0,SC,GBR,Online TA,Direct,0,0,0,A,A,0,No Deposit,9,NAN,0,Group,0,1
Resort Hotel,187,14,2,5,3,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,313,14,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,NAN,0,Transient-Party,0,0
Resort Hotel,233,14,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,4,14,2,1,1,0.0,0,BB,DZA,Aviation,Corporate,1,1,1,D,D,0,No Deposit,NAN,153,0,Transient,0,0
Resort Hotel,86,14,2,5,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,58,14,2,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,24,14,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,NAN,0,Transient,0,1
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,1.0,0,HB,PRT,Groups,TA/TO,0,0,0,H,H,1,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,105,15,2,5,2,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,NAN,0,Transient,0,0
City Hotel,181,15,2,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,2
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
City Hotel,56,15,2,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,83,15,2,2,3,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,79,15,2,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
City Hotel,80,15,2,2,3,0.0,0,HB,AUT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,193,15,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NAN,0,Transient,0,1
Resort Hotel,124,15,4,10,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,493,NAN,0,Contract,0,0
City Hotel,73,15,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,90,15,2,3,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,E,E,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
City Hotel,76,15,2,3,2,0.0,0,BB,NOR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
City Hotel,10,15,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,202,15,2,1,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NAN,0,Transient,0,0
Resort Hotel,216,15,4,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NAN,0,Transient,0,0
City Hotel,137,15,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,NAN,0,Transient,0,0
Resort Hotel,30,15,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,11,NAN,0,Transient,0,0
City Hotel,63,15,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,118,15,2,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,24,15,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NAN,0,Transient,1,2
Resort Hotel,110,15,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,44,15,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NAN,0,Transient,0,1
City Hotel,28,15,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
Resort Hotel,4,15,2,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,127,NAN,0,Transient,0,0
Resort Hotel,25,15,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,1
Resort Hotel,13,15,2,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,2,No Deposit,250,NAN,0,Transient,1,0
Resort Hotel,0,15,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,240,NAN,0,Transient-Party,0,1
Resort Hotel,0,15,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NAN,0,Transient-Party,0,1
City Hotel,112,15,2,2,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NAN,0,Transient,1,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,146,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,22,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,1,15,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NAN,0,Transient,0,1
Resort Hotel,124,15,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,492,NAN,0,Transient,0,0
Resort Hotel,20,15,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,90,15,2,4,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
Resort Hotel,209,15,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NAN,0,Transient,1,1
City Hotel,55,15,2,3,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
Resort Hotel,55,15,2,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,0
City Hotel,178,15,1,0,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
Resort Hotel,3,15,1,0,2,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,F,0,Non Refund,NAN,NAN,0,Transient,0,0
City Hotel,74,15,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,58,15,2,0,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NAN,0,Transient,0,4
Resort Hotel,29,15,1,0,2,2.0,0,BB,ISR,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,3,15,1,0,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,F,0,Non Refund,NAN,NAN,0,Transient,0,0
Resort Hotel,210,15,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,5,NAN,0,Transient,0,0
City Hotel,248,15,2,0,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,58,NAN,0,Transient-Party,0,1
City Hotel,248,15,2,0,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,58,NAN,0,Transient-Party,0,1
